DocumentID,Document,Book
2130,than day came to him through this skylight this child who had been all joy and light on entering this strange world soon became melancholy and what is still more contrary to his age grave surrounded by all those singular and imposing personages he gazed about him with serious amazement everything conspired to increase this astonishment in him there were in madame de t s salon some very noble ladies named mathan noe levis which was pronounced levi cambis pronounced cambyse these antique visages and these biblical names mingled in the child's mind with the old testament which he was learning by heart and when they were all there seated in a circle around a dying fire sparely lighted by a lamp shaded with green with their severe profiles their gray or white hair their long gowns of another age whose lugubrious colors could not be distinguished dropping at rare intervals words which were both majestic and severe little marius stared at them with frightened eyes in the conviction that he beheld not women but patriarchs and magi not real beings but phantoms with these phantoms priests were sometimes mingled frequenters of this ancient salon and some gentlemen the marquis,LM
2131,de sass private secretary to madame de berry the vicomte de val who published under the pseudonyme of charles antoine monorhymed odes the prince de beauff who though very young had a gray head and a pretty and witty wife whose very low necked toilettes of scarlet velvet with gold torsades alarmed these shadows the marquis de c d'e the man in all france who best understood proportioned politeness the comte d'am the kindly man with the amiable chin and the chevalier de port de guy a pillar of the library of the louvre called the king's cabinet m de port de guy bald and rather aged than old was wont to relate that in at the age of sixteen he had been put in the galleys as refractory and chained with an octogenarian the bishop of mirepoix also refractory but as a priest while he was so in the capacity of a soldier this was at toulon their business was to go at night and gather up on the scaffold the heads and bodies of the persons who had been guillotined during the day they bore away on their backs these dripping corpses and their red galley slave blouses,LM
2132,had a clot of blood at the back of the neck which was dry in the morning and wet at night these tragic tales abounded in madame de t s salon and by dint of cursing marat they applauded trestaillon some deputies of the undiscoverable variety played their whist there m thibord du chalard m lemarchant de gomicourt and the celebrated scoffer of the right m cornet dincourt the bailiff de ferrette with his short breeches and his thin legs sometimes traversed this salon on his way to m de talleyrand he had been m le comte d'artois companion in pleasures and unlike aristotle crouching under campaspe he had made the guimard crawl on all fours and in that way he had exhibited to the ages a philosopher avenged by a bailiff as for the priests there was the abbe halma the same to whom m larose his collaborator on la foudre said bah who is there who is not fifty years old a few greenhorns perhaps the abbe letourneur preacher to the king the abbe frayssinous who was not as yet either count or bishop or minister or peer and who wore an old cassock whose buttons were missing,LM
2133,and the abbe keravenant cure of saint germain des pres also the pope's nuncio then monsignor macchi archbishop of nisibi later on cardinal remarkable for his long pensive nose and another monsignor entitled thus abbate palmieri domestic prelate one of the seven participant prothonotaries of the holy see canon of the illustrious liberian basilica advocate of the saints postulatore dei santi which refers to matters of canonization and signifies very nearly master of requests of the section of paradise lastly two cardinals m de la luzerne and m de cl t the cardinal of luzerne was a writer and was destined to have a few years later the honor of signing in the conservateur articles side by side with chateaubriand m de cl t was archbishop of toul and often made trips to paris to his nephew the marquis de t who was minister of marine and war the cardinal of cl t was a merry little man who displayed his red stockings beneath his tucked up cassock his specialty was a hatred of the encyclopaedia and his desperate play at billiards and persons who at that epoch passed through the rue m on summer evenings where the hotel de,LM
2134,cl t then stood halted to listen to the shock of the balls and the piercing voice of the cardinal shouting to his conclavist monseigneur cotiret bishop in partibus of caryste mark abbe i make a cannon the cardinal de cl t had been brought to madame de t s by his most intimate friend m de roquelaure former bishop of senlis and one of the forty m de roquelaure was notable for his lofty figure and his assiduity at the academy through the glass door of the neighboring hall of the library where the french academy then held its meetings the curious could on every tuesday contemplate the ex bishop of senlis usually standing erect freshly powdered in violet hose with his back turned to the door apparently for the purpose of allowing a better view of his little collar all these ecclesiastics though for the most part as much courtiers as churchmen added to the gravity of the t salon whose seigniorial aspect was accentuated by five peers of france the marquis de vib the marquis de tal the marquis de herb the vicomte damb and the duc de val this duc de val although prince de mon,LM
2135,that is to say a reigning prince abroad had so high an idea of france and its peerage that he viewed everything through their medium it was he who said the cardinals are the peers of france of rome the lords are the peers of france of england moreover as it is indispensable that the revolution should be everywhere in this century this feudal salon was as we have said dominated by a bourgeois m gillenormand reigned there there lay the essence and quintessence of the parisian white society there reputations even royalist reputations were held in quarantine there is always a trace of anarchy in renown chateaubriand had he entered there would have produced the effect of pere duchene some of the scoffed at did nevertheless penetrate thither on sufferance comte beug was received there subject to correction the noble salons of the present day no longer resemble those salons the faubourg saint germain reeks of the fagot even now the royalists of to day are demagogues let us record it to their credit at madame de t s the society was superior taste was exquisite and haughty under the cover of a great show of politeness manners there,LM
2136,admitted of all sorts of involuntary refinements which were the old regime itself buried but still alive some of these habits especially in the matter of language seem eccentric persons but superficially acquainted with them would have taken for provincial that which was only antique a woman was called madame la generale madame la colonelle was not entirely disused the charming madame de leon in memory no doubt of the duchesses de longueville and de chevreuse preferred this appellation to her title of princesse the marquise de crequy was also called madame la colonelle it was this little high society which invented at the tuileries the refinement of speaking to the king in private as the king in the third person and never as your majesty the designation of your majesty having been soiled by the usurper men and deeds were brought to judgment there they jeered at the age which released them from the necessity of understanding it they abetted each other in amazement they communicated to each other that modicum of light which they possessed methuselah bestowed information on epimenides the deaf man made the blind man acquainted with the course of things they declared that the time,LM
2137,which had elasped since coblentz had not existed in the same manner that louis xviii was by the grace of god in the five and twentieth year of his reign the emigrants were by rights in the five and twentieth year of their adolescence all was harmonious nothing was too much alive speech hardly amounted to a breath the newspapers agreeing with the salons seemed a papyrus there were some young people but they were rather dead the liveries in the antechamber were antiquated these utterly obsolete personages were served by domestics of the same stamp they all had the air of having lived a long time ago and of obstinately resisting the sepulchre nearly the whole dictionary consisted of conserver conservation conservateur to be in good odor that was the point there are in fact aromatics in the opinions of these venerable groups and their ideas smelled of it it was a mummified society the masters were embalmed the servants were stuffed with straw a worthy old marquise an emigree and ruined who had but a solitary maid continued to say my people what did they do in madame de t s salon they were ultra to be ultra,LM
2138,this word although what it represents may not have disappeared has no longer any meaning at the present day let us explain it to be ultra is to go beyond it is to attack the sceptre in the name of the throne and the mitre in the name of the attar it is to ill treat the thing which one is dragging it is to kick over the traces it is to cavil at the fagot on the score of the amount of cooking received by heretics it is to reproach the idol with its small amount of idolatry it is to insult through excess of respect it is to discover that the pope is not sufficiently papish that the king is not sufficiently royal and that the night has too much light it is to be discontented with alabaster with snow with the swan and the lily in the name of whiteness it is to be a partisan of things to the point of becoming their enemy it is to be so strongly for as to be against the ultra spirit especially characterizes the first phase of the restoration nothing in history resembles that quarter of an hour which,LM
2139,begins in and terminates about with the advent of m de villele the practical man of the right these six years were an extraordinary moment at one and the same time brilliant and gloomy smiling and sombre illuminated as by the radiance of dawn and entirely covered at the same time with the shadows of the great catastrophes which still filled the horizon and were slowly sinking into the past there existed in that light and that shadow a complete little new and old world comic and sad juvenile and senile which was rubbing its eyes nothing resembles an awakening like a return a group which regarded france with ill temper and which france regarded with irony good old owls of marquises by the streetful who had returned and of ghosts the former subjects of amazement at everything brave and noble gentlemen who smiled at being in france but wept also delighted to behold their country once more in despair at not finding their monarchy the nobility of the crusades treating the nobility of the empire that is to say the nobility of the sword with scorn historic races who had lost the sense of history the sons of the,LM
2140,companions of charlemagne disdaining the companions of napoleon the swords as we have just remarked returned the insult the sword of fontenoy was laughable and nothing but a scrap of rusty iron the sword of marengo was odious and was only a sabre former days did not recognize yesterday people no longer had the feeling for what was grand there was some one who called bonaparte scapin this society no longer exists nothing of it we repeat exists to day when we select from it some one figure at random and attempt to make it live again in thought it seems as strange to us as the world before the deluge it is because it too as a matter of fact has been engulfed in a deluge it has disappeared beneath two revolutions what billows are ideas how quickly they cover all that it is their mission to destroy and to bury and how promptly they create frightful gulfs such was the physiognomy of the salons of those distant and candid times when m martainville had more wit than voltaire these salons had a literature and politics of their own they believed in fievee m agier laid down the law,LM
2141,in them they commentated m colnet the old bookseller and publicist of the quay malaquais napoleon was to them thoroughly the corsican ogre later on the introduction into history of m le marquis de bonaparte lieutenant general of the king's armies was a concession to the spirit of the age these salons did not long preserve their purity beginning with doctrinarians began to spring up in them a disturbing shade their way was to be royalists and to excuse themselves for being so where the ultras were very proud the doctrinarians were rather ashamed they had wit they had silence their political dogma was suitably impregnated with arrogance they should have succeeded they indulged and usefully too in excesses in the matter of white neckties and tightly buttoned coats the mistake or the misfortune of the doctrinarian party was to create aged youth they assumed the poses of wise men they dreamed of engrafting a temperate power on the absolute and excessive principle they opposed and sometimes with rare intelligence conservative liberalism to the liberalism which demolishes they were heard to say thanks for royalism it has rendered more than one service it has brought back tradition worship religion respect,LM
2142,it is faithful brave chivalric loving devoted it has mingled though with regret the secular grandeurs of the monarchy with the new grandeurs of the nation its mistake is not to understand the revolution the empire glory liberty young ideas young generations the age but this mistake which it makes with regard to us have we not sometimes been guilty of it towards them the revolution whose heirs we are ought to be intelligent on all points to attack royalism is a misconstruction of liberalism what an error and what blindness revolutionary france is wanting in respect towards historic france that is to say towards its mother that is to say towards itself after the th of september the nobility of the monarchy is treated as the nobility of the empire was treated after the th of july they were unjust to the eagle we are unjust to the fleur de lys it seems that we must always have something to proscribe does it serve any purpose to ungild the crown of louis xiv to scrape the coat of arms of henry iv we scoff at m de vaublanc for erasing the n's from the bridge of jena what was,LM
2143,it that he did what are we doing bouvines belongs to us as well as marengo the fleurs de lys are ours as well as the n's that is our patrimony to what purpose shall we diminish it we must not deny our country in the past any more than in the present why not accept the whole of history why not love the whole of france it is thus that doctrinarians criticised and protected royalism which was displeased at criticism and furious at protection the ultras marked the first epoch of royalism congregation characterized the second skill follows ardor let us confine ourselves here to this sketch in the course of this narrative the author of this book has encountered in his path this curious moment of contemporary history he has been forced to cast a passing glance upon it and to trace once more some of the singular features of this society which is unknown to day but he does it rapidly and without any bitter or derisive idea souvenirs both respectful and affectionate for they touch his mother attach him to this past moreover let us remark this same petty world had a grandeur of its own,LM
2144,one may smile at it but one can neither despise nor hate it it was the france of former days marius pontmercy pursued some studies as all children do when he emerged from the hands of aunt gillenormand his grandfather confided him to a worthy professor of the most purely classic innocence this young soul which was expanding passed from a prude to a vulgar pedant marius went through his years of college then he entered the law school he was a royalist fanatical and severe he did not love his grandfather much as the latter's gayety and cynicism repelled him and his feelings towards his father were gloomy he was on the whole a cold and ardent noble generous proud religious enthusiastic lad dignified to harshness pure to shyness iv end of the brigand the conclusion of marius classical studies coincided with m gillenormand's departure from society the old man bade farewell to the faubourg saint germain and to madame de t s salon and established himself in the mardis in his house of the rue des filles du calvaire there he had for servants in addition to the porter that chambermaid nicolette who had succeeded to magnon and,LM
2145,that short breathed and pursy basque who have been mentioned above in marius had just attained his seventeenth year one evening on his return home he saw his grandfather holding a letter in his hand marius said m gillenormand you will set out for vernon to morrow why said marius to see your father marius was seized with a trembling fit he had thought of everything except this that he should one day be called upon to see his father nothing could be more unexpected more surprising and let us admit it more disagreeable to him it was forcing estrangement into reconciliation it was not an affliction but it was an unpleasant duty marius in addition to his motives of political antipathy was convinced that his father the slasher as m gillenormand called him on his amiable days did not love him this was evident since he had abandoned him to others feeling that he was not beloved he did not love nothing is more simple he said to himself he was so astounded that he did not question m gillenormand the grandfather resumed it appears that he is ill he demands your presence and after a pause he added,LM
2146,set out to morrow morning i think there is a coach which leaves the cour des fontaines at six o'clock and which arrives in the evening take it he says that here is haste then he crushed the letter in his hand and thrust it into his pocket marius might have set out that very evening and have been with his father on the following morning a diligence from the rue du bouloi took the trip to rouen by night at that date and passed through vernon neither marius nor m gillenormand thought of making inquiries about it the next day at twilight marius reached vernon people were just beginning to light their candles he asked the first person whom he met for m pontmercy's house for in his own mind he agreed with the restoration and like it did not recognize his father's claim to the title of either colonel or baron the house was pointed out to him he rang a woman with a little lamp in her hand opened the door m pontmercy said marius the woman remained motionless is this his house demanded marius the woman nodded affirmatively can i speak with him the woman shook,LM
2147,her head but i am his son persisted marius he is expecting me he no longer expects you said the woman then he perceived that she was weeping she pointed to the door of a room on the ground floor he entered in that room which was lighted by a tallow candle standing on the chimney piece there were three men one standing erect another kneeling and one lying at full length on the floor in his shirt the one on the floor was the colonel the other two were the doctor and the priest who was engaged in prayer the colonel had been attacked by brain fever three days previously as he had a foreboding of evil at the very beginning of his illness he had written to m gillenormand to demand his son the malady had grown worse on the very evening of marius arrival at vernon the colonel had had an attack of delirium he had risen from his bed in spite of the servant's efforts to prevent him crying my son is not coming i shall go to meet him then he ran out of his room and fell prostrate on the floor of the antechamber,LM
2148,he had just expired the doctor had been summoned and the cure the doctor had arrived too late the son had also arrived too late by the dim light of the candle a large tear could be distinguished on the pale and prostrate colonel's cheek where it had trickled from his dead eye the eye was extinguished but the tear was not yet dry that tear was his son's delay marius gazed upon that man whom he beheld for the first time on that venerable and manly face on those open eyes which saw not on those white locks those robust limbs on which here and there brown lines marking sword thrusts and a sort of red stars which indicated bullet holes were visible he contemplated that gigantic sear which stamped heroism on that countenance upon which god had imprinted goodness he reflected that this man was his father and that this man was dead and a chill ran over him the sorrow which he felt was the sorrow which he would have felt in the presence of any other man whom he had chanced to behold stretched out in death anguish poignant anguish was in that chamber the servant,LM
2149,woman was lamenting in a corner the cure was praying and his sobs were audible the doctor was wiping his eyes the corpse itself was weeping the doctor the priest and the woman gazed at marius in the midst of their affliction without uttering a word he was the stranger there marius who was far too little affected felt ashamed and embarrassed at his own attitude he held his hat in his hand and he dropped it on the floor in order to produce the impression that grief had deprived him of the strength to hold it at the same time he experienced remorse and he despised himself for behaving in this manner but was it his fault he did not love his father why should he the colonel had left nothing the sale of big furniture barely paid the expenses of his burial the servant found a scrap of paper which she handed to marius it contained the following in the colonel's handwriting for my son the emperor made me a baron on the battle field of waterloo since the restoration disputes my right to this title which i purchased with my blood my son shall take it and,LM
2150,bear it that he will be worthy of it is a matter of course below the colonel had added at that same battle of waterloo a sergeant saved my life the man's name was thenardier i think that he has recently been keeping a little inn in a village in the neighborhood of paris at chelles or montfermeil if my son meets him he will do all the good he can to thenardier marius took this paper and preserved it not out of duty to his father but because of that vague respect for death which is always imperious in the heart of man nothing remained of the colonel m gillenormand had his sword and uniform sold to an old clothes dealer the neighbors devastated the garden and pillaged the rare flowers the other plants turned to nettles and weeds and died marius remained only forty eight hours at vernon after the interment he returned to paris and applied himself again to his law studies with no more thought of his father than if the latter had never lived in two days the colonel was buried and in three forgotten marius wore crape on his hat that was all v,LM
2151,the utility of going to mass in order to become a revolutionist marius had preserved the religious habits of his childhood one sunday when he went to hear mass at saint sulpice at that same chapel of the virgin whither his aunt had led him when a small lad he placed himself behind a pillar being more absent minded and thoughtful than usual on that occasion and knelt down without paying any special heed upon a chair of utrecht velvet on the back of which was inscribed this name monsieur mabeuf warden mass had hardly begun when an old man presented himself and said to marius this is my place sir marius stepped aside promptly and the old man took possession of his chair the mass concluded marius still stood thoughtfully a few paces distant the old man approached him again and said i beg your pardon sir for having disturbed you a while ago and for again disturbing you at this moment you must have thought me intrusive and i will explain myself there is no need of that sir said marius yes went on the old man i do not wish you to have a bad opinion of,LM
2152,me you see i am attached to this place it seems to me that the mass is better from here why i will tell you it is from this place that i have watched a poor brave father come regularly every two or three months for the last ten years since he had no other opportunity and no other way of seeing his child because he was prevented by family arrangements he came at the hour when he knew that his son would be brought to mass the little one never suspected that his father was there perhaps he did not even know that he had a father poor innocent the father kept behind a pillar so that he might not be seen he gazed at his child and he wept he adored that little fellow poor man i could see that this spot has become sanctified in my sight and i have contracted a habit of coming hither to listen to the mass i prefer it to the stall to which i have a right in my capacity of warden i knew that unhappy gentleman a little too he had a father in law a wealthy aunt relatives i,LM
2153,don't know exactly what all who threatened to disinherit the child if he the father saw him he sacrificed himself in order that his son might be rich and happy some day he was separated from him because of political opinions certainly i approve of political opinions but there are people who do not know where to stop mon dieu a man is not a monster because he was at waterloo a father is not separated from his child for such a reason as that he was one of bonaparte's colonels he is dead i believe he lived at vernon where i have a brother who is a cure and his name was something like pontmarie or montpercy he had a fine sword cut on my honor pontmercy suggested marius turning pale precisely pontmercy did you know him sir said marius he was my father the old warden clasped his hands and exclaimed ah you are the child yes that's true he must be a man by this time well poor child you may say that you had a father who loved you dearly marius offered his arm to the old man and conducted him to his lodgings on the,LM
2154,following day he said to m gillenormand i have arranged a hunting party with some friends will you permit me to be absent for three days four replied his grandfather go and amuse yourself and he said to his daughter in a low tone and with a wink some love affair vi the consequences of having met a warden where it was that marius went will be disclosed a little further on marius was absent for three days then he returned to paris went straight to the library of the law school and asked for the files of the moniteur he read the moniteur he read all the histories of the republic and the empire the memorial de sainte helene all the memoirs all the newspapers the bulletins the proclamations he devoured everything the first time that he came across his father's name in the bulletins of the grand army he had a fever for a week he went to see the generals under whom georges pontmercy had served among others comte h church warden mabeuf whom he went to see again told him about the life at vernon the colonel's retreat his flowers his solitude marius came to a,LM
2155,full knowledge of that rare sweet and sublime man that species of lion lamb who had been his father in the meanwhile occupied as he was with this study which absorbed all his moments as well as his thoughts he hardly saw the gillenormands at all he made his appearance at meals then they searched for him and he was not to be found father gillenormand smiled bah bah he is just of the age for the girls sometimes the old man added the deuce i thought it was only an affair of gallantry it seems that it is an affair of passion it was a passion in fact marius was on the high road to adoring his father at the same time his ideas underwent an extraordinary change the phases of this change were numerous and successive as this is the history of many minds of our day we think it will prove useful to follow these phases step by step and to indicate them all that history upon which he had just cast his eyes appalled him the first effect was to dazzle him up to that time the republic the empire had been to him only monstrous,LM
2156,words the republic a guillotine in the twilight the empire a sword in the night he had just taken a look at it and where he had expected to find only a chaos of shadows he had beheld with a sort of unprecedented surprise mingled with fear and joy stars sparkling mirabeau vergniaud saint just robespierre camille desmoulins danton and a sun arise napoleon he did not know where he stood he recoiled blinded by the brilliant lights little by little when his astonishment had passed off he grew accustomed to this radiance he contemplated these deeds without dizziness he examined these personages without terror the revolution and the empire presented themselves luminously in perspective before his mind's eye he beheld each of these groups of events and of men summed up in two tremendous facts the republic in the sovereignty of civil right restored to the masses the empire in the sovereignty of the french idea imposed on europe he beheld the grand figure of the people emerge from the revolution and the grand figure of france spring forth from the empire he asserted in his conscience that all this had been good what his dazzled state neglected in,LM
2157,this his first far too synthetic estimation we do not think it necessary to point out here it is the state of a mind on the march that we are recording progress is not accomplished in one stage that stated once for all in connection with what precedes as well as with what is to follow we continue he then perceived that up to that moment he had comprehended his country no more than he had comprehended his father he had not known either the one or the other and a sort of voluntary night had obscured his eyes now he saw and on the one hand he admired while on the other he adored he was filled with regret and remorse and he reflected in despair that all he had in his soul could now be said only to the tomb oh if his father had still been in existence if he had still had him if god in his compassion and his goodness had permitted his father to be still among the living how he would have run how he would have precipitated himself how he would have cried to his father father here i am it is,LM
2158,i i have the same heart as thou i am thy son how he would have embraced that white head bathed his hair in tears gazed upon his scar pressed his hands adored his garment kissed his feet oh why had his father died so early before his time before the justice the love of his son had come to him marius had a continual sob in his heart which said to him every moment alas at the same time he became more truly serious more truly grave more sure of his thought and his faith at each instant gleams of the true came to complete his reason an inward growth seemed to be in progress within him he was conscious of a sort of natural enlargement which gave him two things that were new to him his father and his country as everything opens when one has a key so he explained to himself that which he had hated he penetrated that which he had abhorred henceforth he plainly perceived the providential divine and human sense of the great things which he had been taught to detest and of the great men whom he had been instructed to curse,LM
2159,when he reflected on his former opinions which were but those of yesterday and which nevertheless seemed to him already so very ancient he grew indignant yet he smiled from the rehabilitation of his father he naturally passed to the rehabilitation of napoleon but the latter we will confess was not effected without labor from his infancy he had been imbued with the judgments of the party of on bonaparte now all the prejudices of the restoration all its interests all its instincts tended to disfigure napoleon it execrated him even more than it did robespierre it had very cleverly turned to sufficiently good account the fatigue of the nation and the hatred of mothers bonaparte had become an almost fabulous monster and in order to paint him to the imagination of the people which as we lately pointed out resembles the imagination of children the party of made him appear under all sorts of terrifying masks in succession from that which is terrible though it remains grandiose to that which is terrible and becomes grotesque from tiberius to the bugaboo thus in speaking of bonaparte one was free to sob or to puff up with laughter provided that hatred,LM
2160,lay at the bottom marius had never entertained about that man as he was called any other ideas in his mind they had combined with the tenacity which existed in his nature there was in him a headstrong little man who hated napoleon on reading history on studying him especially in the documents and materials for history the veil which concealed napoleon from the eyes of marius was gradually rent he caught a glimpse of something immense and he suspected that he had been deceived up to that moment on the score of bonaparte as about all the rest each day he saw more distinctly and he set about mounting slowly step by step almost regretfully in the beginning then with intoxication and as though attracted by an irresistible fascination first the sombre steps then the vaguely illuminated steps at last the luminous and splendid steps of enthusiasm one night he was alone in his little chamber near the roof his candle was burning he was reading with his elbows resting on his table close to the open window all sorts of reveries reached him from space and mingled with his thoughts what a spectacle is the night one hears,LM
2161,dull sounds without knowing whence they proceed one beholds jupiter which is twelve hundred times larger than the earth glowing like a firebrand the azure is black the stars shine it is formidable he was perusing the bulletins of the grand army those heroic strophes penned on the field of battle there at intervals he beheld his father's name always the name of the emperor the whole of that great empire presented itself to him he felt a flood swelling and rising within him it seemed to him at moments that his father passed close to him like a breath and whispered in his ear he gradually got into a singular state he thought that he heard drums cannon trumpets the measured tread of battalions the dull and distant gallop of the cavalry from time to time his eyes were raised heavenward and gazed upon the colossal constellations as they gleamed in the measureless depths of space then they fell upon his book once more and there they beheld other colossal things moving confusedly his heart contracted within him he was in a transport trembling panting all at once without himself knowing what was in him and what impulse he,LM
2162,was obeying he sprang to his feet stretched both arms out of the window gazed intently into the gloom the silence the infinite darkness the eternal immensity and exclaimed long live the emperor from that moment forth all was over the ogre of corsica the usurper the tyrant the monster who was the lover of his own sisters the actor who took lessons of talma the poisoner of jaffa the tiger buonaparte all this vanished and gave place in his mind to a vague and brilliant radiance in which shone at an inaccessible height the pale marble phantom of caesar the emperor had been for his father only the well beloved captain whom one admires for whom one sacrifices one's self he was something more to marius he was the predestined constructor of the french group succeeding the roman group in the domination of the universe he was a prodigious architect of a destruction the continuer of charlemagne of louis xi of henry iv of richelieu of louis xiv and of the committee of public safety having his spots no doubt his faults his crimes even being a man that is to say but august in his faults brilliant in,LM
2163,his spots powerful in his crime he was the predestined man who had forced all nations to say the great nation he was better than that he was the very incarnation of france conquering europe by the sword which he grasped and the world by the light which he shed marius saw in bonaparte the dazzling spectre which will always rise upon the frontier and which will guard the future despot but dictator a despot resulting from a republic and summing up a revolution napoleon became for him the man people as jesus christ is the man god it will be perceived that like all new converts to a religion his conversion intoxicated him he hurled himself headlong into adhesion and he went too far his nature was so constructed once on the downward slope it was almost impossible for him to put on the drag fanaticism for the sword took possession of him and complicated in his mind his enthusiasm for the idea he did not perceive that along with genius and pell mell he was admitting force that is to say that he was installing in two compartments of his idolatry on the one hand that which is,LM
2164,divine on the other that which is brutal in many respects he had set about deceiving himself otherwise he admitted everything there is a way of encountering error while on one's way to the truth he had a violent sort of good faith which took everything in the lump in the new path which he had entered on in judging the mistakes of the old regime as in measuring the glory of napoleon he neglected the attenuating circumstances at all events a tremendous step had been taken where he had formerly beheld the fall of the monarchy he now saw the advent of france his orientation had changed what had been his east became the west he had turned squarely round all these revolutions were accomplished within him without his family obtaining an inkling of the case when during this mysterious labor he had entirely shed his old bourbon and ultra skin when he had cast off the aristocrat the jacobite and the royalist when he had become thoroughly a revolutionist profoundly democratic and republican he went to an engraver on the quai des orfevres and ordered a hundred cards bearing this name le baron marius pontmercy this was only,LM
2165,the strictly logical consequence of the change which had taken place in him a change in which everything gravitated round his father only as he did not know any one and could not sow his cards with any porter he put them in his pocket by another natural consequence in proportion as he drew nearer to his father to the latter's memory and to the things for which the colonel had fought five and twenty years before he receded from his grandfather we have long ago said that m gillenormand's temper did not please him there already existed between them all the dissonances of the grave young man and the frivolous old man the gayety of geronte shocks and exasperates the melancholy of werther so long as the same political opinions and the same ideas had been common to them both marius had met m gillenormand there as on a bridge when the bridge fell an abyss was formed and then over and above all marius experienced unutterable impulses to revolt when he reflected that it was m gillenormand who had from stupid motives torn him ruthlessly from the colonel thus depriving the father of the child and the child,LM
2166,of the father by dint of pity for his father marius had nearly arrived at aversion for his grandfather nothing of this sort however was betrayed on the exterior as we have already said only he grew colder and colder laconic at meals and rare in the house when his aunt scolded him for it he was very gentle and alleged his studies his lectures the examinations etc as a pretext his grandfather never departed from his infallible diagnosis in love i know all about it from time to time marius absented himself where is it that he goes off like this said his aunt on one of these trips which were always very brief he went to montfermeil in order to obey the injunction which his father had left him and he sought the old sergeant to waterloo the inn keeper thenardier thenardier had failed the inn was closed and no one knew what had become of him marius was away from the house for four days on this quest he is getting decidedly wild said his grandfather they thought they had noticed that he wore something on his breast under his shirt which was attached to his neck,LM
2167,by a black ribbon vii some petticoat we have mentioned a lancer he was a great grand nephew of m gillenormand on the paternal side who led a garrison life outside the family and far from the domestic hearth lieutenant theodule gillenormand fulfilled all the conditions required to make what is called a fine officer he had a lady's waist a victorious manner of trailing his sword and of twirling his mustache in a hook he visited paris very rarely and so rarely that marius had never seen him the cousins knew each other only by name we think we have said that theodule was the favorite of aunt gillenormand who preferred him because she did not see him not seeing people permits one to attribute to them all possible perfections one morning mademoiselle gillenormand the elder returned to her apartment as much disturbed as her placidity was capable of allowing marius had just asked his grandfather's permission to take a little trip adding that he meant to set out that very evening go had been his grandfather's reply and m gillenormand had added in an aside as he raised his eyebrows to the top of his forehead here he,LM
2168,is passing the night out again mademoiselle gillenormand had ascended to her chamber greatly puzzled and on the staircase had dropped this exclamation this is too much and this interrogation but where is it that he goes she espied some adventure of the heart more or less illicit a woman in the shadow a rendezvous a mystery and she would not have been sorry to thrust her spectacles into the affair tasting a mystery resembles getting the first flavor of a scandal sainted souls do not detest this there is some curiosity about scandal in the secret compartments of bigotry so she was the prey of a vague appetite for learning a history in order to get rid of this curiosity which agitated her a little beyond her wont she took refuge in her talents and set about scalloping with one layer of cotton after another one of those embroideries of the empire and the restoration in which there are numerous cart wheels the work was clumsy the worker cross she had been seated at this for several hours when the door opened mademoiselle gillenormand raised her nose lieutenant theodule stood before her making the regulation salute she uttered a,LM
2169,cry of delight one may be old one may be a prude one may be pious one may be an aunt but it is always agreeable to see a lancer enter one's chamber you here theodule she exclaimed on my way through town aunt embrace me here goes said theodule and he kissed her aunt gillenormand went to her writing desk and opened it you will remain with us a week at least i leave this very evening aunt it is not possible mathematically remain my little theodule i beseech you my heart says yes but my orders say no the matter is simple they are changing our garrison we have been at melun we are being transferred to gaillon it is necessary to pass through paris in order to get from the old post to the new one i said i am going to see my aunt here is something for your trouble and she put ten louis into his hand for my pleasure you mean to say my dear aunt theodule kissed her again and she experienced the joy of having some of the skin scratched from her neck by the braidings on his uniform are you making,LM
2170,the journey on horseback with your regiment she asked him no aunt i wanted to see you i have special permission my servant is taking my horse i am travelling by diligence and by the way i want to ask you something what is it is my cousin marius pontmercy travelling so too how do you know that said his aunt suddenly pricked to the quick with a lively curiosity on my arrival i went to the diligence to engage my seat in the coupe well a traveller had already come to engage a seat in the imperial i saw his name on the card what name marius pontmercy the wicked fellow exclaimed his aunt ah your cousin is not a steady lad like yourself to think that he is to pass the night in a diligence just as i am going to do but you it is your duty in his case it is wildness bosh said theodule here an event occurred to mademoiselle gillenormand the elder an idea struck her if she had been a man she would have slapped her brow she apostrophized theodule are you aware whether your cousin knows you no i have seen him,LM
2171,but he has never deigned to notice me so you are going to travel together he in the imperial i in the coupe where does this diligence run to andelys then that is where marius is going unless like myself he should stop on the way i get down at vernon in order to take the branch coach for gaillon i know nothing of marius plan of travel marius what an ugly name what possessed them to name him marius while you at least are called theodule i would rather be called alfred said the officer listen theodule i am listening aunt pay attention i am paying attention you understand yes well marius absents himself eh eh he travels ah ah he spends the night out oh oh we should like to know what there is behind all this theodule replied with the composure of a man of bronze some petticoat or other and with that inward laugh which denotes certainty he added a lass that is evident exclaimed his aunt who thought she heard m gillenormand speaking and who felt her conviction become irresistible at that word fillette accentuated in almost the very same fashion by the granduncle and,LM
